Union/Municipalities,Upzila,District,Division,Country,AREA_SQKM
Baktapur,Fatikchhari,Chittagong,Chittagong,Bangladesh,4.298487357
Baktarpur,Kaliganj,Gazipur,Dhaka,Bangladesh,34.15842507
Baktiarpur,Naogaon Sadar,Naogaon,Rajshahi,Bangladesh,18.40026256
Bakua,Haripur,Thakurgaon,Rangpur,Bangladesh,37.39535512
Bakulbaria,Galachipa,Patuakhali,Barisal,Bangladesh,23.76076923
Bala Para,Dimla,Nilphamari,Rangpur,Bangladesh,40.94732615
Balaganj,Balaganj,Sylhet,Sylhet,Bangladesh,36.17926424
Balagram,Jaldhaka,Nilphamari,Rangpur,Bangladesh,28.24602332
Balaibunia,Morrelganj,Bagerhat,Khulna,Bangladesh,15.52135556
Balair Char,Sherpur Sadar,Sherpur,Mymensingh,Bangladesh,24.24688672
Balaishimul,Kendua,Netrakona,Mymensingh,Bangladesh,28.91687928
Balara,Harirampur,Manikganj,Dhaka,Bangladesh,10.93138309
Balarampur,Titas,Comilla,Chittagong,Bangladesh,11.18031729
Balarampur,Atwari,Panchagarh,Rangpur,Bangladesh,30.23026367
Balarhat,Mitha Pukur,Rangpur,Rangpur,Bangladesh,23.00655279
Baldhara,Singair,Manikganj,Dhaka,Bangladesh,29.6895317
Baldia,Nesarabad (Swarupkati),Pirojpur,Barisal,Bangladesh,21.01587081
Bali Para,Zianagar,Pirojpur,Barisal,Bangladesh,42.01585938
Bali Para,Trishal,Mymensingh,Mymensingh,Bangladesh,30.17760409
Balia,Chandpur Sadar,Chandpur,Chittagong,Bangladesh,19.2328007
Balia,Dhamrai,Dhaka,Dhaka,Bangladesh,15.17899458
Balia,Phulpur,Mymensingh,Mymensingh,Bangladesh,26.63441927
Balia,Thakurgaon Sadar,Thakurgaon,Rangpur,Bangladesh,37.62462287
Balia Dighi,Gabtali,Bogra,Rajshahi,Bangladesh,21.82084628
Baliadanga,Batiaghata,Khulna,Khulna,Bangladesh,20.72911363
Baliakandi,Balia Kandi,Rajbari,Dhaka,Bangladesh,29.81249416
Baliakhora,Ghior,Manikganj,Dhaka,Bangladesh,23.6392442
Balian,Fulbaria,Mymensingh,Mymensingh,Bangladesh,26.96338465
Baliardi,Bajitpur,Kishoreganj,Dhaka,Bangladesh,7.933748416
Baliatali,Kala Para,Patuakhali,Barisal,Bangladesh,41.56910881
Baliati,Saturia,Manikganj,Dhaka,Bangladesh,11.13791804
Balibhadra,Dhanbari,Tangail,Dhaka,Bangladesh,11.47876644
Balidanga,Nawabganj Sadar,Nawabganj,Rajshahi,Bangladesh,34.79890102
Balidia,Mohammadpur,Magura,Khulna,Bangladesh,30.77309711
Baligaon,Feni Sadar,Feni,Chittagong,Bangladesh,17.33938354
Balighata,Panchbibi,Joypurhat,Rajshahi,Bangladesh,23.81335248
Baligram,Kalkini,Madaripur,Dhaka,Bangladesh,24.7414703
Balihar,Naogaon Sadar,Naogaon,Rajshahi,Bangladesh,22.9870627
Balijuri,Madarganj,Jamalpur,Mymensingh,Bangladesh,33.32610804
Balijuri,Tahirpur,Sunamganj,Sylhet,Bangladesh,19.30923484
Balikhan,Phulpur,Mymensingh,Mymensingh,Bangladesh,27.79464929
Balipara,Thanchi,Bandarban,Chittagong,Bangladesh,83.91611829
Balla,Harirampur,Manikganj,Dhaka,Bangladesh,18.48611819
Balla,Kalihati,Tangail,Dhaka,Bangladesh,13.72503278
Ballabhdi,Saltha,Faridpur,Dhaka,Bangladesh,22.28281361
Ballabher Khas,Nageshwari,Kurigram,Rangpur,Bangladesh,32.84948771
Ballamjhar,Gaibandha Sadar,Gaibandha,Rangpur,Bangladesh,31.22754705
Balli,Satkhira Sadar,Satkhira,Khulna,Bangladesh,16.66094684
Balua,Sonatola,Bogra,Rajshahi,Bangladesh,23.79098592
Balua Masimpur,Mitha Pukur,Rangpur,Rangpur,Bangladesh,30.58310089
Baluakandi,Gazaria,Munshiganj,Dhaka,Bangladesh,14.05175761
Balubhara,Badalgachhi,Naogaon,Rajshahi,Bangladesh,22.21620648
Baluhar,Kotchandpur,Jhenaidah,Khulna,Bangladesh,28.59464665
Balukhali,Rangamati Sadar,Rangamati,Chittagong,Bangladesh,188.6774018
Balur Char,Serajdikhan,Munshiganj,Dhaka,Bangladesh,20.35663242
Bamai,Lakhai,Habiganj,Sylhet,Bangladesh,28.18489896
Bamandanga,Sundarganj,Gaibandha,Rangpur,Bangladesh,34.52578813
Bamandanga,Nageshwari,Kurigram,Rangpur,Bangladesh,23.28608755
Bamandi,Gangni,Meherpur,Khulna,Bangladesh,27.83125083
Bambu,Joypurhat Sadar,Joypurhat,Rajshahi,Bangladesh,24.73230993
Bamna,Bamna,Barguna,Barisal,Bangladesh,23.52386352
Bamni,Roypur,Lakshmipur,Chittagong,Bangladesh,11.61205259
Bamo Bilchari,Chakaria,Cox's Bazar,Chittagong,Bangladesh,13.31081335
Bamrail,Wazirpur,Barisal,Barisal,Bangladesh,27.48421477
Bamunia,Domar,Nilphamari,Rangpur,Bangladesh,20.04192534
Bana,Alfadanga,Faridpur,Dhaka,Bangladesh,19.98962407
Banagram,Savar,Dhaka,Dhaka,Bangladesh,16.89431628
Banagram,Katiadi,Kishoreganj,Dhaka,Bangladesh,28.22290749
Banagram,Morrelganj,Bagerhat,Khulna,Bangladesh,16.1058023
Banagram,Sadullapur,Gaibandha,Rangpur,Bangladesh,18.49750487
Banail,Mirzapur,Tangail,Dhaka,Bangladesh,21.74983752
Banari Para,Banari Para,Barisal,Barisal,Bangladesh,12.06291918
Bandaber,Raumari,Kurigram,Rangpur,Bangladesh,60.09578781
Bandabilla,Bagher Para,Jessore,Khulna,Bangladesh,34.00288078
Bandar,Bandar,Narayanganj,Dhaka,Bangladesh,7.628768195
Bandarban,Bandarban Sadar,Bandarban,Chittagong,Bangladesh,26.52399117
Bandarban Paurashava,Bandarban Sadar,Bandarban,Chittagong,Bangladesh,57.06195204
Bandarkhola,Shib Char,Madaripur,Dhaka,Bangladesh,13.83680882
Bandhabari,Kotali Para,Gopalganj,Dhaka,Bangladesh,17.19553176
Banduk Bhanga,Rangamati Sadar,Rangamati,Chittagong,Bangladesh,95.05810036
Bandura,Nawabganj,Dhaka,Dhaka,Bangladesh,14.96913719
Baneshwar,Puthia,Rajshahi,Rajshahi,Bangladesh,26.62174589
Baneshwardi,Nakla,Sherpur,Mymensingh,Bangladesh,18.2474594
Bangakha,Lakshmipur Sadar,Lakshmipur,Chittagong,Bangladesh,17.53370582
Bangal Para,Austagram,Kishoreganj,Dhaka,Bangladesh,29.99733823
Bangala,Ullah Para,Sirajganj,Rajshahi,Bangladesh,31.77240102
Bangalhalia,Rajasthali,Rangamati,Chittagong,Bangladesh,39.15583332
Bangalipur,Saidpur,Nilphamari,Rangpur,Bangladesh,18.67534211
Bangaltali,Baghai Chhari,Rangamati,Chittagong,Bangladesh,36.91716471
Bangasonahat,Bhurungamari,Kurigram,Rangpur,Bangladesh,22.46166873
Bangla Bazar,Munshiganj Sadar,Munshiganj,Dhaka,Bangladesh,19.36085704
Bangla Bazar,Dowarabazar,Sunamganj,Sylhet,Bangladesh,30.6802254
Banglabandha,Tentulia,Panchagarh,Rangpur,Bangladesh,21.07955854
Bangodda,Nangalkot,Comilla,Chittagong,Bangladesh,12.75294905
Bangra,Kalihati,Tangail,Dhaka,Bangladesh,20.13990606
Baniajan,Dhanbari,Tangail,Dhaka,Bangladesh,13.7448523
Baniajan,Atpara,Netrakona,Mymensingh,Bangladesh,24.0000236
Baniajuri,Ghior,Manikganj,Dhaka,Bangladesh,20.08859356
Banibaha,Rajbari Sadar,Rajbari,Dhaka,Bangladesh,22.64132185
Banihala,Phulpur,Mymensingh,Mymensingh,Bangladesh,24.92623527
Banishanta,Dacope,Khulna,Khulna,Bangladesh,28.10488854
Banjugi Chhara,Jurai Chhari,Rangamati,Chittagong,Bangladesh,88.99758432
Banka,Jiban Nagar,Chuadanga,Khulna,Bangladesh,65.27666648
Bankra,Jhikargachha,Jessore,Khulna,Bangladesh,27.32505319
Banpara Paurashava,Baraigram,Natore,Rajshahi,Bangladesh,5.23009266
Banshbaria,Dashmina,Patuakhali,Barisal,Bangladesh,35.02739456
Banshbaria,Sitakunda,Chittagong,Chittagong,Bangladesh,21.38293104
Banshbaria,Muksudpur,Gopalganj,Dhaka,Bangladesh,12.95681174
Banshbaria,Maheshpur,Jhenaidah,Khulna,Bangladesh,36.67220525
Banshchara,Jamalpur Sadar,Jamalpur,Mymensingh,Bangladesh,36.72180699
Banshdaha,Satkhira Sadar,Satkhira,Khulna,Bangladesh,22.24500013
Banshgari,Kalkini,Madaripur,Dhaka,Bangladesh,27.02243812
Banshgari,Roypura,Narsingdi,Dhaka,Bangladesh,13.58072407
Banshgram,Narail Sadar,Narail,Khulna,Bangladesh,38.04133364
Banshkandi,Shib Char,Madaripur,Dhaka,Bangladesh,19.31743729
Banshkhali Paurashava,Banshkhali,Chittagong,Chittagong,Bangladesh,28.13243526
Banshtail,Mirzapur,Tangail,Dhaka,Bangladesh,49.79404828
Banshtali,Rampal,Bagerhat,Khulna,Bangladesh,21.76390898
Banwarinagar,Faridpur,Pabna,Rajshahi,Bangladesh,11.66561092
Baola,Phulpur,Mymensingh,Mymensingh,Bangladesh,28.87549637
Bapta,Bhola Sadar,Bhola,Barisal,Bangladesh,17.90366156
Bara Alampur,Pirganj,Rangpur,Rangpur,Bangladesh,32.50053207
Bara Baisdia,Galachipa,Patuakhali,Barisal,Bangladesh,93.47244704
Bara Bakia,Pekua,Cox's Bazar,Chittagong,Bangladesh,13.43975859
Bara Baria,Chitalmari,Bagerhat,Khulna,Bangladesh,35.28250916
Bara Bazar,Kaliganj,Jhenaidah,Khulna,Bangladesh,36.81015888
Bara Bhita,Phulbari,Kurigram,Rangpur,Bangladesh,33.79760812
Bara Bighai,Patuakhali Sadar,Patuakhali,Barisal,Bangladesh,34.46440893
Bara Bihanali,Baghmara,Rajshahi,Rajshahi,Bangladesh,15.04645191
Bara Chapa,Manohardi,Narsingdi,Dhaka,Bangladesh,21.61638479
Bara Chatul,Kanaighat,Sylhet,Sylhet,Bangladesh,46.86176139
Bara Dargah,Pirganj,Rangpur,Rangpur,Bangladesh,24.17140124
Bara Dhul,Belkuchi,Sirajganj,Rajshahi,Bangladesh,30.18464464
Bara Gopalpur,Zanjira,Shariatpur,Dhaka,Bangladesh,8.470455034
Bara Harina,Barkal,Rangamati,Chittagong,Bangladesh,158.3021937
Bara Harishpur,Natore Sadar,Natore,Rajshahi,Bangladesh,35.71786915
Bara Hazratpur,Mitha Pukur,Rangpur,Rangpur,Bangladesh,33.39293231
Bara Jalia,Hizla,Barisal,Barisal,Bangladesh,22.01286838
Bara Karai (uttar Bara Karai),Chandina,Comilla,Chittagong,Bangladesh,15.31698828
Bara Kharpan,Kalmakanda,Netrakona,Mymensingh,Bangladesh,42.07769322
Bara Kheri,Ramgati,Lakshmipur,Chittagong,Bangladesh,5.357692252
Bara Kotha,Wazirpur,Barisal,Barisal,Bangladesh,21.35490662
Bara Krishnagar,Zanjira,Shariatpur,Dhaka,Bangladesh,10.84350243
Bara Machhua,Mathbaria,Pirojpur,Barisal,Bangladesh,23.81137285
Bara Maheskhali,Maheshkhali,Cox's Bazar,Chittagong,Bangladesh,13.5034493
Bara Malancha,Tazumuddin,Bhola,Barisal,Bangladesh,15.6657904
Bara Manika,Burhanuddin,Bhola,Barisal,Bangladesh,27.28589257
Bara Palashbari,Baliadangi,Thakurgaon,Rangpur,Bangladesh,38.618435
Bara Pangashi,Ullah Para,Sirajganj,Rajshahi,Bangladesh,30.44363716
Bara Para,Comilla Sadar Dakshin,Comilla,Chittagong,Bangladesh,23.47587154
Bara Shalghar,Debidwar,Comilla,Chittagong,Bangladesh,14.85167576
Bara Shashi,Boda,Panchagarh,Rangpur,Bangladesh,39.70417004
Bara Thakuri,Zakiganj,Sylhet,Sylhet,Bangladesh,19.8853296
Bara Uthan,Patiya,Chittagong,Chittagong,Bangladesh,14.86537468
Barabagi,Amtali,Barguna,Barisal,Bangladesh,42.79929289
Barabala,Mitha Pukur,Rangpur,Rangpur,Bangladesh,24.08037172
Barabari,Lalmonirhat Sadar,Lalmonirhat,Rangpur,Bangladesh,21.24179636
Barabari,Baliadangi,Thakurgaon,Rangpur,Bangladesh,33.09834476
Barabaria,Gaffargaon,Mymensingh,Mymensingh,Bangladesh,12.16425855
Barabhita,Kishoreganj,Nilphamari,Rangpur,Bangladesh,22.30491902
Barabil,Gangachara,Rangpur,Rangpur,Bangladesh,33.58645342
Barabkunda,Sitakunda,Chittagong,Chittagong,Bangladesh,24.15134352
Baradal,Assasuni,Satkhira,Khulna,Bangladesh,36.04104126
Baradi,Sonargaon,Narayanganj,Dhaka,Bangladesh,21.52525158
Baradi,Alamdanga,Chuadanga,Khulna,Bangladesh,21.59276915
Baragachhi,Paba,Rajshahi,Rajshahi,Bangladesh,36.44846977
Baragaon,Sonaimuri,Noakhali,Chittagong,Bangladesh,16.86009572
Baragaon,Thakurgaon Sadar,Thakurgaon,Rangpur,Bangladesh,30.69270762
Baragharia,Karimganj,Kishoreganj,Dhaka,Bangladesh,11.83462544
Baragharia,Nawabganj Sadar,Nawabganj,Rajshahi,Bangladesh,3.34372366
Baraghop,Kutubdia,Cox's Bazar,Chittagong,Bangladesh,9.727810139
Baragram,Muktagachha,Mymensingh,Mymensingh,Bangladesh,27.44019907
Barahal,Zakiganj,Sylhet,Sylhet,Bangladesh,45.38666628
Barahar,Ullah Para,Sirajganj,Rajshahi,Bangladesh,32.16187073
Barahatia,Lohagara,Chittagong,Chittagong,Bangladesh,30.48373357
Barahit,Ishwarganj,Mymensingh,Mymensingh,Bangladesh,23.33997446
Barai Para,Bagerhat Sadar,Bagerhat,Khulna,Bangladesh,33.97260661
Baraid,Saturia,Manikganj,Dhaka,Bangladesh,19.01313437
Baraigram,Baraigram,Natore,Rajshahi,Bangladesh,34.56237151
Baraigram Paurashava,Baraigram,Natore,Rajshahi,Bangladesh,19.6835602
Baraikandi,Dakshin Surma,Sylhet,Sylhet,Bangladesh,7.074537667
Baraikhali,Sreenagar,Munshiganj,Dhaka,Bangladesh,26.11509056
Baraikhali,Morrelganj,Bagerhat,Khulna,Bangladesh,20.37934744
Barail,Nabinagar,Brahamanbaria,Chittagong,Bangladesh,10.51525251
Barail,Khetlal,Joypurhat,Rajshahi,Bangladesh,23.37561586
Baraitali,Chakaria,Cox's Bazar,Chittagong,Bangladesh,25.50946057
Baraiuri,Baniachong,Habiganj,Sylhet,Bangladesh,35.31826065
Barakanda,Meghna,Comilla,Chittagong,Bangladesh,20.55106809
Barakandi,Zanjira,Shariatpur,Dhaka,Bangladesh,23.5908536
Barakhada,Kushtia Sadar,Kushtia,Khulna,Bangladesh,16.78297796
Barakhain,Anowara,Chittagong,Chittagong,Bangladesh,16.57351592
Barakhata,Hatibandha,Lalmonirhat,Rangpur,Bangladesh,23.65492954
Barakpur,Dighalia,Khulna,Khulna,Bangladesh,24.58174296
Baralia,Patiya,Chittagong,Chittagong,Bangladesh,10.39655097
Barama,Chandanaish,Chittagong,Chittagong,Bangladesh,9.373662007
Baramchal,Kulaura,Maulvibazar,Sylhet,Bangladesh,29.87050021
Baranala,Matiranga,Khagrachhari,Chittagong,Bangladesh,21.72178711
Barapara,Daudkandi,Comilla,Chittagong,Bangladesh,9.852564636
Barasat,Anowara,Chittagong,Chittagong,Bangladesh,13.22934959
Barasat,Terokhada,Khulna,Khulna,Bangladesh,41.66323628
Barat,Rajbari Sadar,Rajbari,Dhaka,Bangladesh,16.84004256
Baratali Banihari,Mohanganj,Netrakona,Mymensingh,Bangladesh,25.50011709
Baratia,Ghior,Manikganj,Dhaka,Bangladesh,20.83715795
Barera,Chandina,Comilla,Chittagong,Bangladesh,12.64644537
Bargachha,Raninagar,Naogaon,Rajshahi,Bangladesh,45.79948974
Barguna,Barguna Sadar,Barguna,Barisal,Bangladesh,21.81593112
Barhatta,Barhatta,Netrakona,Mymensingh,Bangladesh,37.65721429
Baria,Gazipur Sadar,Gazipur,Dhaka,Bangladesh,41.69692533
Bariadyala,Sitakunda,Chittagong,Chittagong,Bangladesh,28.49989825
Baribari,Itna,Kishoreganj,Dhaka,Bangladesh,34.77007399
Barikandi,Nabinagar,Brahamanbaria,Chittagong,Bangladesh,15.45499704
Barisal,Palashbari,Gaibandha,Rangpur,Bangladesh,20.64654084
Barishaba,Kapasia,Gazipur,Dhaka,Bangladesh,39.3297031
Barkait (purba Chandina Uni),Chandina,Comilla,Chittagong,Bangladesh,16.31444068
Barkal,Chandanaish,Chittagong,Chittagong,Bangladesh,12.45549698
Barkal,Barkal,Rangamati,Chittagong,Bangladesh,120.7839679
Barkamta,Debidwar,Comilla,Chittagong,Bangladesh,12.88246797
Barkashia Biramp,Mohanganj,Netrakona,Mymensingh,Bangladesh,19.41618673
Barlekha,Barlekha,Maulvibazar,Sylhet,Bangladesh,14.69263844
Barlekha Paurashava,Barlekha,Maulvibazar,Sylhet,Bangladesh,28.9999205
Barmachhari,Lakshmichhari,Khagrachhari,Chittagong,Bangladesh,53.79091331
Barmi,Sreepur,Gazipur,Dhaka,Bangladesh,51.76594188
Barni,Tungi Para,Gopalganj,Dhaka,Bangladesh,13.32270585
Barni,Barlekha,Maulvibazar,Sylhet,Bangladesh,15.00270111
Baroiar Hat Paurashava,Mirsharai,Chittagong,Chittagong,Bangladesh,9.467972087
Barrah,Nawabganj,Dhaka,Dhaka,Bangladesh,17.22729367
Barshail,Naogaon Sadar,Naogaon,Rajshahi,Bangladesh,14.09734282
Barthi,Gaurnadi,Barisal,Barisal,Bangladesh,21.28390722
Baruakhali,Nawabganj,Dhaka,Dhaka,Bangladesh,11.11711159
Barudia,Pakundia,Kishoreganj,Dhaka,Bangladesh,18.47308869
Baruhas,Tarash,Sirajganj,Rajshahi,Bangladesh,48.05193181
Barui Para,Mirpur,Kushtia,Khulna,Bangladesh,26.83012827
Baruia,Rajapur,Jhalokati,Barisal,Bangladesh,25.7279046
Barura Paurashava,Barura,Comilla,Chittagong,Bangladesh,20.29584991
Basail,Serajdikhan,Munshiganj,Dhaka,Bangladesh,17.30843338
Basail,Basail,Tangail,Dhaka,Bangladesh,27.57618286
Basan,Gazipur Sadar,Gazipur,Dhaka,Bangladesh,36.81227764
Basanda,Jhalokati Sadar,Jhalokati,Barisal,Bangladesh,21.12390963
Basantapur,Rajbari Sadar,Rajbari,Dhaka,Bangladesh,31.97106036
Basati,Muktagachha,Mymensingh,Mymensingh,Bangladesh,30.3437952
Basikpur,Lakshmipur Sadar,Lakshmipur,Chittagong,Bangladesh,18.68856774
Basta,Keraniganj,Dhaka,Dhaka,Bangladesh,23.24942632
Basu Para,Baghmara,Rajshahi,Rajshahi,Bangladesh,29.59630577
Basuari,Bagher Para,Jessore,Khulna,Bangladesh,26.998208
Basudeb,Brahmanbaria Sadar,Brahamanbaria,Chittagong,Bangladesh,25.50445846
Basudebpur,Godagari,Rajshahi,Rajshahi,Bangladesh,19.14468688
Basundia,Kotwali,Jessore,Khulna,Bangladesh,32.2077225
Basurhat Paurashava,Companiganj,Noakhali,Chittagong,Bangladesh,3.213219777
Bataiya,Kabirhat,Noakhali,Chittagong,Bangladesh,15.48090461
Batajore,Gaurnadi,Barisal,Barisal,Bangladesh,21.94906679
Batakashi (purba Silpur),Chandina,Comilla,Chittagong,Bangladesh,14.91321934
Batamara,Muladi,Barisal,Barisal,Bangladesh,27.37963792
Batara,Khetlal,Joypurhat,Rajshahi,Bangladesh,33.79830043
Batiaghata,Batiaghata,Khulna,Khulna,Bangladesh,34.13914318
Batikamari,Muksudpur,Gopalganj,Dhaka,Bangladesh,16.71995511
Batisha,Chauddagram,Comilla,Chittagong,Bangladesh,17.30690289
Batnatali,Manikchhari,Khagrachhari,Chittagong,Bangladesh,34.93354111
Battajore,Bakshiganj,Jamalpur,Mymensingh,Bangladesh,25.43753361
Battali,Anowara,Chittagong,Chittagong,Bangladesh,11.80367352
Bauisena,Kalia,Narail,Khulna,Bangladesh,30.74898652
Baulai,Kishoreganj Sadar,Kishoreganj,Dhaka,Bangladesh,19.33401751
Baultali,Gopalganj Sadar,Gopalganj,Dhaka,Bangladesh,16.83191365
Baultali,Lohajang,Munshiganj,Dhaka,Bangladesh,8.531532113
Bauphal,Bauphal,Patuakhali,Barisal,Bangladesh,16.83973398
Baura,Patgram,Lalmonirhat,Rangpur,Bangladesh,37.33156459
Bauria,Sandwip,Chittagong,Chittagong,Bangladesh,21.80737348
Bausa,Bagha,Rajshahi,Rajshahi,Bangladesh,32.19362225
Bausha,Nabiganj,Habiganj,Sylhet,Bangladesh,45.30758368
Baushi,Barhatta,Netrakona,Mymensingh,Bangladesh,31.81565134
Bausia,Gazaria,Munshiganj,Dhaka,Bangladesh,24.88373112
Bayaragadi,Serajdikhan,Munshiganj,Dhaka,Bangladesh,9.94844905
Bayek,Kasba,Brahamanbaria,Chittagong,Bangladesh,23.93587977
Bayratala Dakshin,Shib Char,Madaripur,Dhaka,Bangladesh,9.015930514
Bayratala Uttar,Shib Char,Madaripur,Dhaka,Bangladesh,12.97678969
Bazalia,Satkania,Chittagong,Chittagong,Bangladesh,20.68170423
Bazra,Sonaimuri,Noakhali,Chittagong,Bangladesh,14.19054803
Bazra,Ulipur,Kurigram,Rangpur,Bangladesh,32.50581081
Beani Bazar,Beani Bazar,Sylhet,Sylhet,Bangladesh,3.023157934
Beani Bazar Paurashava,Beani Bazar,Sylhet,Sylhet,Bangladesh,7.706589862
Begampur,Chuadanga Sadar,Chuadanga,Khulna,Bangladesh,57.89272046
Begumganj,Begumganj,Noakhali,Chittagong,Bangladesh,7.301205371
Begumganj,Ulipur,Kurigram,Rangpur,Bangladesh,49.71991843
Begunbari,Thakurgaon Sadar,Thakurgaon,Rangpur,Bangladesh,33.56676731
Beheli,Jamalganj,Sunamganj,Sylhet,Bangladesh,80.03989853
Beimar,Matiranga,Khagrachhari,Chittagong,Bangladesh,78.37214453
Bejgaon,Lohajang,Munshiganj,Dhaka,Bangladesh,7.574820297
Bejoybagh,Senbagh,Noakhali,Chittagong,Bangladesh,14.43531028
Bekra,Nagarpur,Tangail,Dhaka,Bangladesh,6.119225277
Belabo,Belabo,Narsingdi,Dhaka,Bangladesh,10.16869581
Belai Chhari,Belai Chhari,Rangamati,Chittagong,Bangladesh,87.15235434
Belaichandi,Parbatipur,Dinajpur,Rangpur,Bangladesh,38.06978342
Belchhari,Matiranga,Khagrachhari,Chittagong,Bangladesh,39.22121712
Belgachha,Islampur,Jamalpur,Mymensingh,Bangladesh,36.89447381
Belgachha,Kurigram Sadar,Kurigram,Rangpur,Bangladesh,17.34886433
Belgachhi,Alamdanga,Chuadanga,Khulna,Bangladesh,19.56689791
Belghar,Comilla Sadar Dakshin,Comilla,Chittagong,Bangladesh,20.99893944
Belghar Uttar,Comilla Sadar Dakshin,Comilla,Chittagong,Bangladesh,6.13762337
Belka,Sundarganj,Gaibandha,Rangpur,Bangladesh,21.33423529
Belkuchi,Belkuchi,Sirajganj,Rajshahi,Bangladesh,20.12467428
Belkuchi Paurashava,Belkuchi,Sirajganj,Rajshahi,Bangladesh,7.463388424
Belpukuria,Puthia,Rajshahi,Rajshahi,Bangladesh,29.10937399
Beltail,Shahjadpur,Sirajganj,Rajshahi,Bangladesh,22.16907846
Bemarta,Bagerhat Sadar,Bagerhat,Khulna,Bangladesh,39.67274352
Benail,Birampur,Dinajpur,Rangpur,Bangladesh,37.83866407
Benapole,Sharsha,Jessore,Khulna,Bangladesh,18.63578603
Benapole Paurashava,Sharsha,Jessore,Khulna,Bangladesh,11.70817685
Benghari Banagram,Boda,Panchagarh,Rangpur,Bangladesh,36.72582776
Bera Paurashava,Bera,Pabna,Rajshahi,Bangladesh,19.14338431
Beraid,Badda,Dhaka,Dhaka,Bangladesh,12.62475645
Berubari,Nageshwari,Kurigram,Rangpur,Bangladesh,19.75959816
Betaga,Fakirhat,Bagerhat,Khulna,Bangladesh,18.41773962
Betagair,Nandail,Mymensingh,Mymensingh,Bangladesh,36.34742263
Betagi,Betagi,Barguna,Barisal,Bangladesh,15.48328937
Betagi,Rangunia,Chittagong,Chittagong,Bangladesh,17.49727523
Betagi Sankipura,Dashmina,Patuakhali,Barisal,Bangladesh,30.41630346
Betbaria,Khoksa,Kushtia,Khulna,Bangladesh,12.14335962
Betbunia,Kawkhali (Betbunia),Rangamati,Chittagong,Bangladesh,34.06649236
Betdighi,Fulbari,Dinajpur,Rangpur,Bangladesh,34.86812057
Betgari,Gangachara,Rangpur,Rangpur,Bangladesh,22.23434934
Bethuri,Kashiani,Gopalganj,Dhaka,Bangladesh,19.99517364
Betila Mitara,Manikganj Sadar,Manikganj,Dhaka,Bangladesh,17.37806718
Betka,Tongibari,Munshiganj,Dhaka,Bangladesh,8.999719054
Betkapa,Palashbari,Gaibandha,Rangpur,Bangladesh,20.57296422
Betmari Ghughurakandi,Sherpur Sadar,Sherpur,Mymensingh,Bangladesh,27.31601784
Betmore Rajpara,Mathbaria,Pirojpur,Barisal,Bangladesh,31.18618988
Bhabaniganj,Lakshmipur Sadar,Lakshmipur,Chittagong,Bangladesh,21.29386755
Bhabanigonj Paurashava,Baghmara,Rajshahi,Rajshahi,Bangladesh,13.24237775
Bhabanipur,Daulatkhan,Bhola,Barisal,Bangladesh,1.355077583
Bhabanipur,Barura,Comilla,Chittagong,Bangladesh,14.90619961
Bhabanipur,Fulbaria,Mymensingh,Mymensingh,Bangladesh,29.63054358
Bhabanipur,Sherpur,Bogra,Rajshahi,Bangladesh,36.77127351
Bhaber Char,Gazaria,Munshiganj,Dhaka,Bangladesh,8.939574148
Bhabicha,Niamatpur,Naogaon,Rajshahi,Bangladesh,49.42238017
Bhabkhali,Mymensingh Sadar,Mymensingh,Mymensingh,Bangladesh,31.68814345
Bhabki,Khansama,Dinajpur,Rangpur,Bangladesh,29.13262876
Bhabrasur,Muksudpur,Gopalganj,Dhaka,Bangladesh,15.52552077
Bhadai,Aditmari,Lalmonirhat,Rangpur,Bangladesh,21.67664001
Bhadeshwar,Bahubal,Habiganj,Sylhet,Bangladesh,63.42210812
Bhadeshwar,Golabganj,Sylhet,Sylhet,Bangladesh,30.35825958
Bhadra,Nagarpur,Tangail,Dhaka,Bangladesh,21.41862539
Bhadrabila,Narail Sadar,Narail,Khulna,Bangladesh,23.93226808
Bhadraghat,Kamarkhanda,Sirajganj,Rajshahi,Bangladesh,23.69655332
Bhadrasan,Shib Char,Madaripur,Dhaka,Bangladesh,9.551776797
Bhadsa,Joypurhat Sadar,Joypurhat,Rajshahi,Bangladesh,30.17213975
Bhadur,Ramganj,Lakshmipur,Chittagong,Bangladesh,9.62127976
Bhaduria,Nawabganj,Dinajpur,Rangpur,Bangladesh,37.90176658
Bhagyakul,Sreenagar,Munshiganj,Dhaka,Bangladesh,17.73179058
Bhaibonchhara,Khagrachhari Sadar,Khagrachhari,Chittagong,Bangladesh,103.103102
Bhairab Paurashava,Bhairab,Kishoreganj,Dhaka,Bangladesh,18.16730019
Bhaitkandi,Phulpur,Mymensingh,Mymensingh,Bangladesh,24.50191035
Bhakurta,Savar,Dhaka,Dhaka,Bangladesh,18.46163605
Bhalaguri,Hatibandha,Lalmonirhat,Rangpur,Bangladesh,26.81990022
Bhalain,Manda,Naogaon,Rajshahi,Bangladesh,28.53060751
Bhaluka,Bhaluka,Mymensingh,Mymensingh,Bangladesh,25.72683521
Bhaluka Paurashava,Bhaluka,Mymensingh,Mymensingh,Bangladesh,6.172505392
Bhalukgachhi,Puthia,Rajshahi,Rajshahi,Bangladesh,33.83398944
Bhandar Para,Dumuria,Khulna,Khulna,Bangladesh,36.12405912
